"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","4","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_like_post","测试点赞文章的功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.plugin","test_views","TestPluginViews","","","test_uninstall_plugin_forbidden","测试普通用户无法卸载插件"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.models","test_user","TestUserModel","","","test_create_user","测试创建用户"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core.models","test_statistics","TestVisitStatistics","","","test_visit_statistics_ordering","测试访问统计排序"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.plugin","test_views","TestPluginViews","","","test_list_plugins_forbidden","测试普通用户无法获取插件列表"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","6","tests.apps.core","test_storage","","","","test_file_rename","测试文件重命名"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","4","tests.apps.user.serializers","test_user_serializers","TestUserRegisterSerializer","","","test_email_validation","测试邮箱验证"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core.models","test_statistics","TestVisitStatistics","","","test_visit_statistics_defaults","测试访问统计默认值"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","23","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_order_comments_by_created_at","测试按创建时间排序评论"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","0","tests.apps.core","test_serializers","TestTimezoneAwareJSONSerializer","","","test_none_value","测试序列化None值的情况"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","6","tests.apps.post.views","test_tag","TestTagViews","","","test_search_tags","测试标签搜索功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","4","tests.apps.user.views","test_user","TestUserViews","","","test_user_register_duplicate_username","测试用户注册-用户名重复"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","3","tests.apps.user.views","test_user","TestUserViews","","","test_update_profile_success","测试更新个人信息成功"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.post.search","test_search","TestSearchSuggestView","","","test_suggest_without_keyword","测试搜索建议时未提供关键词的情况"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_upload_image","测试上传图片文件"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","7","tests.apps.post.views","test_tag","TestTagViews","","","test_create_tag","测试创建新标签"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","21","tests.apps.plugin","test_views","TestPluginViews","","","test_install_plugin","测试管理员安装插件的功能"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","3","tests.apps.user.serializers","test_user_serializers","TestUserRegisterSerializer","","","test_valid_registration","测试有效的注册数据"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","24","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_filter_by_date_range","测试按日期范围过滤评论"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","7","tests.apps.post.views","test_category","TestCategoryViews","","","test_create_category","测试创建分类"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","11","tests.apps.post.models","test_post","PostModelTest","","","test_post_ordering","测试文章按创建时间排序的功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_login_account_locked","测试账号锁定情况"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","11","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_list_comments_anonymous","测试匿名用户获取全局评论列表"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","3","tests.apps.post.views","test_tag","TestTagViews","","","test_update_nonexistent_tag","测试更新不存在的标签"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","5","tests.apps.post.views","test_category","TestCategoryViews","","","test_quick_create_category_with_parent","测试快速创建子分类"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_user","TestUserSerializer","","","test_user_profile_serializer","测试用户资料序列化器"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_storage","","","","test_file_upload_unauthorized","测试未授权用户上传文件"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","11","tests.apps.post.views.post","test_post_list","TestPostListView","","","test_get_post_list_as_normal_user","测试普通用户只能看到已发布的文章"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","9","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_get_post_detail","测试获取文章详情的功能"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","2","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_create_post_unauthenticated","测试未登录用户无法创建文章"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","5","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_like_post_twice","测试重复点赞文章时的处理"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","4","tests.apps.post.views.post","test_post_list","TestPostListView","","","test_get_post_list_as_anonymous","测试匿名用户只能看到已发布的文章"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core.models","test_statistics","TestUserStatistics","","","test_user_statistics_date_range","测试用户统计日期范围查询"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","5","tests.apps.post.views","test_tag","TestTagViews","","","test_delete_tag","测试删除标签"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_file_list_order_by","测试文件列表排序"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_response","TestAPIResponse","","","test_custom_values","测试API响应的自定义值，包括自定义消息和数据"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","6","tests.apps.user.serializers","test_user_serializers","TestUserRegisterSerializer","","","test_username_validation","测试用户名验证"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","21","tests.apps.post.views","test_tag","TestTagViews","","","test_batch_create_tags","测试批量创建标签"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","3","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_delete_other_user_post","测试用户无法删除其他用户的文章"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","6","tests.apps.post.views","test_tag","TestTagViews","","","test_batch_create_tags_with_invalid_data","测试批量创建标签时包含无效数据"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.core","test_serializers","TestTimezoneAwareJSONSerializer","","","test_naive_datetime","测试序列化无时区信息的日期时间"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","1","tests.apps.user.serializers","test_user_serializers","TestUserProfileSerializer","","","test_read_only_fields","测试只读字段"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.models","test_user_model","TestUserModel","","","test_create_user","测试创建普通用户"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core","test_storage","","","","test_filename_length_limit","测试文件名长度限制"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","3","tests.apps.user.serializers","test_user","TestUserSerializer","","","test_user_register_serializer_valid","测试用户注册序列化器-有效数据"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","19","tests.apps.post.views.post","test_post_api","PostAPITests","","","test_create_post","测试创建新文章的功能"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","3","tests.apps.post.views","test_category","TestCategoryViews","","","test_quick_create_category_duplicate_name","测试快速创建重复名称的分类"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_tag","TestTagViews","","","test_batch_create_tags_with_duplicate","测试批量创建包含重复名称的标签"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_tag","TestTagViews","","","test_delete_tag_unauthenticated","测试未认证用户删除标签"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","8","tests.apps.post.views","test_tag","TestTagViews","","","test_create_tag_invalid_length","测试创建标签时名称长度无效的情况"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","0","tests.apps.user.models","test_user","TestUserModel","","","test_user_avatar_upload","测试用户头像上传路径"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","8","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_create_post","测试已登录用户创建文章的功能"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.plugin","test_views","TestPluginViews","","","test_enable_nonexistent_plugin","测试启用不存在的插件时的错误处理"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","6","tests.apps.user.models","test_user_model","TestUserModel","","","test_ordering","测试用户排序"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_view_post","测试浏览文章时增加浏览量"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_user_serializers","TestUserProfileSerializer","","","test_profile_serialization","测试用户信息序列化"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.post.models","test_category","CategoryModelTest","","","test_category_creation","测试分类创建时各个字段的基本属性和默认值"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","16","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_order_comments_by_reply_count","测试按回复数量排序评论"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.post","test_post_actions","TestPostActions","","","test_view_nonexistent_post","测试浏览不存在的文章时的错误处理"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.backup","test_backup_services","TestBackupService","","","test_restore_from_backup_with_error","测试从备份恢复时发生错误"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","9","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_empty_trash","测试清空回收站功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_storage","","","","test_upload_unsupported_file_type","测试上传不支持的文件类型"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","6","tests.apps.post.models","test_post","PostModelTest","","","test_post_str_representation","测试文章的字符串表示方法"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","0","tests.apps.core","test_serializers","TestTimezoneSerializerMixin","","","test_no_request_in_context","测试没有请求上下文时的默认时区处理"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_storage","","","","test_file_upload_no_file","测试上传时未提供文件"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","5","tests.apps.user.models","test_user","TestUserModel","","","test_user_email_unique","测试用户邮箱唯一性"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","4","tests.apps.post.views","test_tag","TestTagViews","","","test_list_tags_authenticated","测试已认证用户获取标签列表"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","3","tests.apps.core.models","test_statistics","TestUserStatistics","","","test_user_statistics_ordering","测试用户统计排序"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","23","tests.apps.post.views.post","test_post_api","PostAPITests","","","test_list_posts","测试获取文章列表的基本功能"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","5","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_nested_reply","测试创建嵌套回复"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","2","tests.apps.post.models","test_post_model","TestPostModel","","","test_create_post","测试创建文章时各个字段的默认值和基本属性"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","7","tests.apps.core","test_storage","","","","test_file_delete","测试文件删除"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","4","tests.apps.user.views","test_user","TestUserViews","","","test_register_invalid_data","测试注册数据无效"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","14","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_list_trash_posts","测试获取回收站中的文章列表"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.core","test_serializers","TestTimezoneSerializerMixin","","","test_naive_datetime_conversion","测试无时区日期时间的转换处理"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","1","tests.apps.plugin","test_views","TestPluginViews","","","test_update_plugin_settings_forbidden","测试普通用户无法更新插件配置"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","4","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_comment_with_invalid_parent","测试回复不存在的评论"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_auth","TestAuthViews","","","test_change_password_wrong_old_password","测试使用错误的旧密码修改密码"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","3","tests.apps.post.models","test_post_model","TestPostModel","","","test_post_restore","测试恢复已删除文章的功能"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_response","TestAPIResponse","","","test_success_response","测试标准成功响应的格式和内容"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_tag","TestTagViews","","","test_create_tag_unauthenticated","测试未认证用户创建标签"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","3","tests.apps.post.views.post","test_post_crud","TestPostCRUD","","","test_update_nonexistent_post","测试更新不存在的文章时的错误处理"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","3","tests.apps.post.views.post","test_post_trash","TestPostTrash","","","test_restore_nonexistent_post","测试恢复不存在的文章"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.models","test_user","TestUserModel","","","test_create_superuser","测试创建超级用户"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","10","tests.apps.post.views","test_category","TestCategoryViews","","","test_category_level","测试分类层级"
"passed","Sun Mar 02 15:24:51 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","17","tests.apps.backup","test_backup_services","TestBackupService","","","test_create_backup","测试创建备份"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","1","tests.apps.user.serializers","test_user_serializers","TestUserProfileUpdateSerializer","","","test_partial_update","测试部分更新"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_response","TestAPIResponse","","","test_success_response_without_data","测试不带数据的成功响应格式"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","5","tests.apps.user.views","test_user","TestUserViews","","","test_register_duplicate_username","测试注册重复用户名"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_permissions","TestIsAdminUserOrReadOnly","","","test_unsafe_methods_allowed_for_superuser","测试超级用户可以访问所有方法，包括不安全方法"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","17","tests.apps.post.views","test_category","TestCategoryViews","","","test_delete_category_with_posts","测试删除有关联文章的分类"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_permissions","TestIsAdminUserOrReadOnly","","","test_unsafe_methods_allowed_for_staff","测试管理员可以访问所有方法，包括不安全方法"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","1","tests.apps.user.models","test_user_model","TestUserModel","","","test_create_superuser","测试创建超级用户"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","12","tests.apps.post.views","test_category","TestCategoryViews","","","test_delete_category","测试删除分类"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","7","tests.apps.post.models","test_post","PostModelTest","","","test_post_creation","测试文章创建时各个字段的默认值和基本属性"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","3","tests.apps.post.views","test_tag","TestTagViews","","","test_list_tags_unauthenticated","测试未认证用户获取标签列表"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_category","TestCategoryViews","","","test_delete_category_forbidden","测试非管理员用户删除分类"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","6","tests.apps.post.models","test_post","PostModelTest","","","test_post_publish","测试文章发布时的状态变化"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_response","TestAPIResponse","","","test_request_id_format_old","测试请求ID是否为有效的UUID格式"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试密码修改序列化器 - 有效数据","测试密码修改序列化器 - 有效数据"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","14","tests.apps.post.views","test_auto_save","PostAutoSaveTests","","","test_get_auto_save_content","测试获取已自动保存的文章内容"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","5","tests.apps.post.views","test_category","TestCategoryViews","","","test_update_nonexistent_category","测试更新不存在的分类"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","8","tests.apps.post.models","test_comment","CommentModelTest","","","test_comment_ordering","测试评论按创建时间排序的功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","2","tests.apps.user.views","test_user","TestUserViews","","","test_get_user_profile_unauthenticated","测试未认证用户获取用户资料"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","8","tests.apps.post.views.comment","test_comment_api","TestCommentAPI","","","test_create_comment","测试创建新评论"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","2","tests.apps.core","test_response","TestAPIResponse","","","test_response_structure","测试API响应的基本结构，包括code、message、data、timestamp和requestId字段"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","110","tests.apps.core","test_storage","","","","test_file_upload","测试文件上传"
"passed","Sun Mar 02 15:24:55 UTC 2025","Sun Mar 02 15:24:55 UTC 2025","13","tests.apps.post.views.comment","test_global_comment_api","TestGlobalCommentAPI","","","test_filter_by_author","测试按作者过滤评论"
"passed","Sun Mar 02 15:24:53 UTC 2025","Sun Mar 02 15:24:53 UTC 2025","4","tests.apps.plugin","test_views","TestPluginViews","","","test_enable_plugin","测试管理员启用插件的功能"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.user.serializers","test_auth","TestAuthSerializer","","","测试登录响应序列化器 - 缺少必要字段","测试登录响应序列化器 - 缺少必要字段"
"passed","Sun Mar 02 15:24:57 UTC 2025","Sun Mar 02 15:24:57 UTC 2025","1","tests.apps.user.views","test_user","TestUserViews","","","test_update_user_profile_unauthenticated","测试未认证用户更新用户资料"
"passed","Sun Mar 02 15:24:56 UTC 2025","Sun Mar 02 15:24:56 UTC 2025","2","tests.apps.user.serializers","test_user","TestUserSerializer","","","test_user_register_serializer_duplicate_username","测试用户注册序列化器-用户名重复"
"passed","Sun Mar 02 15:24:52 UTC 2025","Sun Mar 02 15:24:52 UTC 2025","1","tests.apps.core","test_response","TestAPIResponse","","","test_error_response_without_data","测试不带数据的错误响应格式"
"passed","Sun Mar 02 15:24:54 UTC 2025","Sun Mar 02 15:24:54 UTC 2025","2","tests.apps.post.views","test_category","TestCategoryViews","","","test_delete_category_unauthorized","测试未认证用户删除分类"
